component_id,lot_id,device_type,parameter,time_hours,value,unit,temperature_c,voltage_v,spec_min,spec_max,label,data_origin
L02-C011,LOT-02,SYNTH-SPACE-ASIC-A,Iddq,24,10.826935,uA,125.0,3.3,0.0,50.0,healthy,SYNTHETIC_DEMONSTRATION_ONLY
L02-C011,LOT-02,SYNTH-SPACE-ASIC-A,Iddq,96,11.273028,uA,125.0,3.3,0.0,50.0,healthy,SYNTHETIC_DEMONSTRATION_ONLY
L02-C011,LOT-02,SYNTH-SPACE-ASIC-A,Iddq,168,11.383942,uA,125.0,3.3,0.0,50.0,healthy,SYNTHETIC_DEMONSTRATION_ONLY
L02-C011,LOT-02,SYNTH-SPACE-ASIC-A,LeakageCurrent,0,4.318617,uA,125.0,3.3,0.0,20.0,healthy,SYNTHETIC_DEMONSTRATION_ONLY
L02-C011,LOT-02,SYNTH-SPACE-ASIC-A,LeakageCurrent,24,4.33378,uA,125.0,3.3,0.0,20.0,healthy,SYNTHETIC_DEMONSTRATION_ONLY
L02-C011,LOT-02,SYNTH-SPACE-ASIC-A,LeakageCurrent,96,4.411895,uA,125.0,3.3,0.0,20.0,healthy,SYNTHETIC_DEMONSTRATION_ONLY
L02-C011,LOT-02,SYNTH-SPACE-ASIC-A,LeakageCurrent,168,4.406465,uA,125.0,3.3,0.0,20.0,healthy,SYNTHETIC_DEMONSTRATION_ONLY
L02-C012,LOT-02,SYNTH-SPACE-ASIC-A,Iddq,0,9.887845,uA,125.0,3.3,0.0,50.0,healthy,SYNTHETIC_DEMONSTRATION_ONLY
L02-C012,LOT-02,SYNTH-SPACE-ASIC-A,Iddq,24,9.961,uA,125.0,3.3,0.0,50.0,healthy,SYNTHETIC_DEMONSTRATION_ONLY
L02-C012,LOT-02,SYNTH-SPACE-ASIC-A,Iddq,96,9.976414,uA,125.0,3.3,0.0,50.0,healthy,SYNTHETIC_DEMONSTRATION_ONLY
L02-C012,LOT-02,SYNTH-SPACE-ASIC-A,Iddq,168,10.29214,uA,125.0,3.3,0.0,50.0,healthy,SYNTHETIC_DEMONSTRATION_ONLY
L02-C012,LOT-02,SYNTH-SPACE-ASIC-A,LeakageCurrent,0,4.093614,uA,125.0,3.3,0.0,20.0,healthy,SYNTHETIC_DEMONSTRATION_ONLY
L02-C012,LOT-02,SYNTH-SPACE-ASIC-A,LeakageCurrent,24,4.001157,uA,125.0,3.3,0.0,20.0,healthy,SYNTHETIC_DEMONSTRATION_ONLY
L02-C012,LOT-02,SYNTH-SPACE-ASIC-A,LeakageCurrent,96,4.335713,uA,125.0,3.3,0.0,20.0,healthy,SYNTHETIC_DEMONSTRATION_ONLY
L02-C012,LOT-02,SYNTH-SPACE-ASIC-A,LeakageCurrent,168,4.66467,uA,125.0,3.3,0.0,20.0,healthy,SYNTHETIC_DEMONSTRATION_ONLY
L02-C013,LOT-02,SYNTH-SPACE-ASIC-A,Iddq,0,11.053397,uA,125.0,3.3,0.0,50.0,healthy,SYNTHETIC_DEMONSTRATION_ONLY
L02-C013,LOT-02,SYNTH-SPACE-ASIC-A,Iddq,24,11.342999,uA,125.0,3.3,0.0,50.0,healthy,SYNTHETIC_DEMONSTRATION_ONLY
L02-C013,LOT-02,SYNTH-SPACE-ASIC-A,Iddq,96,11.397976,uA,125.0,3.3,0.0,50.0,healthy,SYNTHETIC_DEMONSTRATION_ONLY
L02-C013,LOT-02,SYNTH-SPACE-ASIC-A,Iddq,168,11.789463,uA,125.0,3.3,0.0,50.0,healthy,SYNTHETIC_DEMONSTRATION_ONLY
L02-C013,LOT-02,SYNTH-SPACE-ASIC-A,LeakageCurrent,0,4.44921,uA,125.0,3.3,0.0,20.0,healthy,SYNTHETIC_DEMONSTRATION_ONLY
L02-C013,LOT-02,SYNTH-SPACE-ASIC-A,LeakageCurrent,24,4.621972,uA,125.0,3.3,0.0,20.0,healthy,SYNTHETIC_DEMONSTRATION_ONLY
L02-C013,LOT-02,SYNTH-SPACE-ASIC-A,LeakageCurrent,96,4.978609,uA,125.0,3.3,0.0,20.0,healthy,SYNTHETIC_DEMONSTRATION_ONLY
L02-C013,LOT-02,SYNTH-SPACE-ASIC-A,LeakageCurrent,168,5.20388,uA,125.0,3.3,0.0,20.0,healthy,SYNTHETIC_DEMONSTRATION_ONLY
L02-C014,LOT-02,SYNTH-SPACE-ASIC-A,Iddq,0,10.769078,uA,125.0,3.3,0.0,50.0,healthy,SYNTHETIC_DEMONSTRATION_ONLY
L02-C014,LOT-02,SYNTH-SPACE-ASIC-A,Iddq,24,10.868714,uA,125.0,3.3,0.0,50.0,healthy,SYNTHETIC_DEMONSTRATION_ONLY
L02-C014,LOT-02,SYNTH-SPACE-ASIC-A,Iddq,96,10.996531,uA,125.0,3.3,0.0,50.0,healthy,SYNTHETIC_DEMONSTRATION_ONLY
L02-C014,LOT-02,SYNTH-SPACE-ASIC-A,Iddq,168,10.92958,uA,125.0,3.3,0.0,50.0,healthy,SYNTHETIC_DEMONSTRATION_ONLY
L02-C014,LOT-02,SYNTH-SPACE-ASIC-A,LeakageCurrent,0,3.801893,uA,125.0,3.3,0.0,20.0,healthy,SYNTHETIC_DEMONSTRATION_ONLY
L02-C014,LOT-02,SYNTH-SPACE-ASIC-A,LeakageCurrent,24,3.660442,uA,125.0,3.3,0.0,20.0,healthy,SYNTHETIC_DEMONSTRATION_ONLY
L02-C014,LOT-02,SYNTH-SPACE-ASIC-A,LeakageCurrent,96,3.708429,uA,125.0,3.3,0.0,20.0,healthy,SYNTHETIC_DEMONSTRATION_ONLY
L02-C014,LOT-02,SYNTH-SPACE-ASIC-A,LeakageCurrent,168,3.77374,uA,125.0,3.3,0.0,20.0,healthy,SYNTHETIC_DEMONSTRATION_ONLY
L02-C015,LOT-02,SYNTH-SPACE-ASIC-A,Iddq,0,9.851628,uA,125.0,3.3,0.0,50.0,healthy,SYNTHETIC_DEMONSTRATION_ONLY
L02-C015,LOT-02,SYNTH-SPACE-ASIC-A,Iddq,24,9.857124,uA,125.0,3.3,0.0,50.0,healthy,SYNTHETIC_DEMONSTRATION_ONLY
L02-C015,LOT-02,SYNTH-SPACE-ASIC-A,Iddq,96,10.050225,uA,125.0,3.3,0.0,50.0,healthy,SYNTHETIC_DEMONSTRATION_ONLY
L02-C015,LOT-02,SYNTH-SPACE-ASIC-A,Iddq,168,10.412479,uA,125.0,3.3,0.0,50.0,healthy,SYNTHETIC_DEMONSTRATION_ONLY
L02-C015,LOT-02,SYNTH-SPACE-ASIC-A,LeakageCurrent,0,4.879642,uA,125.0,3.3,0.0,20.0,healthy,SYNTHETIC_DEMONSTRATION_ONLY
L02-C015,LOT-02,SYNTH-SPACE-ASIC-A,LeakageCurrent,24,4.900702,uA,125.0,3.3,0.0,20.0,healthy,SYNTHETIC_DEMONSTRATION_ONLY
L02-C015,LOT-02,SYNTH-SPACE-ASIC-A,LeakageCurrent,96,5.357838,uA,125.0,3.3,0.0,20.0,healthy,SYNTHETIC_DEMONSTRATION_ONLY
L02-C015,LOT-02,SYNTH-SPACE-ASIC-A,LeakageCurrent,168,5.561777,uA,125.0,3.3,0.0,20.0,healthy,SYNTHETIC_DEMONSTRATION_ONLY
L02-C016,LOT-02,SYNTH-SPACE-ASIC-A,Iddq,0,10.117144,uA,125.0,3.3,0.0,50.0,healthy,SYNTHETIC_DEMONSTRATION_ONLY
L02-C016,LOT-02,SYNTH-SPACE-ASIC-A,Iddq,24,10.23034,uA,125.0,3.3,0.0,50.0,healthy,SYNTHETIC_DEMONSTRATION_ONLY
L02-C016,LOT-02,SYNTH-SPACE-ASIC-A,Iddq,96,10.328075,uA,125.0,3.3,0.0,50.0,healthy,SYNTHETIC_DEMONSTRATION_ONLY
L02-C016,LOT-02,SYNTH-SPACE-ASIC-A,Iddq,168,10.660826,uA,125.0,3.3,0.0,50.0,healthy,SYNTHETIC_DEMONSTRATION_ONLY
L02-C016,LOT-02,SYNTH-SPACE-ASIC-A,LeakageCurrent,0,4.480911,uA,125.0,3.3,0.0,20.0,healthy,SYNTHETIC_DEMONSTRATION_ONLY
L02-C016,LOT-02,SYNTH-SPACE-ASIC-A,LeakageCurrent,24,4.584951,uA,125.0,3.3,0.0,20.0,healthy,SYNTHETIC_DEMONSTRATION_ONLY
L02-C016,LOT-02,SYNTH-SPACE-ASIC-A,LeakageCurrent,96,5.079563,uA,125.0,3.3,0.0,20.0,healthy,SYNTHETIC_DEMONSTRATION_ONLY
L02-C016,LOT-02,SYNTH-SPACE-ASIC-A,LeakageCurrent,168,5.42039,uA,125.0,3.3,0.0,20.0,healthy,SYNTHETIC_DEMONSTRATION_ONLY
L02-C017,LOT-02,SYNTH-SPACE-ASIC-A,Iddq,0,10.100287,uA,125.0,3.3,0.0,50.0,healthy,SYNTHETIC_DEMONSTRATION_ONLY
L02-C017,LOT-02,SYNTH-SPACE-ASIC-A,Iddq,24,10.116457,uA,125.0,3.3,0.0,50.0,healthy,SYNTHETIC_DEMONSTRATION_ONLY
L02-C017,LOT-02,SYNTH-SPACE-ASIC-A,Iddq,96,10.652674,uA,125.0,3.3,0.0,50.0,healthy,SYNTHETIC_DEMONSTRATION_ONLY
L02-C017,LOT-02,SYNTH-SPACE-ASIC-A,Iddq,168,10.837016,uA,125.0,3.3,0.0,50.0,healthy,SYNTHETIC_DEMONSTRATION_ONLY
L02-C017,LOT-02,SYNTH-SPACE-ASIC-A,LeakageCurrent,0,4.632424,uA,125.0,3.3,0.0,20.0,healthy,SYNTHETIC_DEMONSTRATION_ONLY
L02-C017,LOT-02,SYNTH-SPACE-ASIC-A,LeakageCurrent,24,4.65367,uA,125.0,3.3,0.0,20.0,healthy,SYNTHETIC_DEMONSTRATION_ONLY
L02-C017,LOT-02,SYNTH-SPACE-ASIC-A,LeakageCurrent,96,4.837056,uA,125.0,3.3,0.0,20.0,healthy,SYNTHETIC_DEMONSTRATION_ONLY
L02-C017,LOT-02,SYNTH-SPACE-ASIC-A,LeakageCurrent,168,4.883428,uA,125.0,3.3,0.0,20.0,healthy,SYNTHETIC_DEMONSTRATION_ONLY
L02-C018,LOT-02,SYNTH-SPACE-ASIC-A,Iddq,0,10.550881,uA,125.0,3.3,0.0,50.0,healthy,SYNTHETIC_DEMONSTRATION_ONLY
L02-C018,LOT-02,SYNTH-SPACE-ASIC-A,Iddq,24,10.515478,uA,125.0,3.3,0.0,50.0,healthy,SYNTHETIC_DEMONSTRATION_ONLY
L02-C018,LOT-02,SYNTH-SPACE-ASIC-A,Iddq,96,11.094689,uA,125.0,3.3,0.0,50.0,healthy,SYNTHETIC_DEMONSTRATION_ONLY
L02-C018,LOT-02,SYNTH-SPACE-ASIC-A,Iddq,168,10.998291,uA,125.0,3.3,0.0,50.0,healthy,SYNTHETIC_DEMONSTRATION_ONLY
L02-C018,LOT-02,SYNTH-SPACE-ASIC-A,LeakageCurrent,0,4.672465,uA,125.0,3.3,0.0,20.0,healthy,SYNTHETIC_DEMONSTRATION_ONLY
L02-C018,LOT-02,SYNTH-SPACE-ASIC-A,LeakageCurrent,24,4.634777,uA,125.0,3.3,0.0,20.0,healthy,SYNTHETIC_DEMONSTRATION_ONLY
L02-C018,LOT-02,SYNTH-SPACE-ASIC-A,LeakageCurrent,96,4.659241,uA,125.0,3.3,0.0,20.0,healthy,SYNTHETIC_DEMONSTRATION_ONLY
L02-C018,LOT-02,SYNTH-SPACE-ASIC-A,LeakageCurrent,168,4.45687,uA,125.0,3.3,0.0,20.0,healthy,SYNTHETIC_DEMONSTRATION_ONLY
L02-C019,LOT-02,SYNTH-SPACE-ASIC-A,Iddq,0,9.951694,uA,125.0,3.3,0.0,50.0,healthy,SYNTHETIC_DEMONSTRATION_ONLY
L02-C019,LOT-02,SYNTH-SPACE-ASIC-A,Iddq,24,10.099578,uA,125.0,3.3,0.0,50.0,healthy,SYNTHETIC_DEMONSTRATION_ONLY
L02-C019,LOT-02,SYNTH-SPACE-ASIC-A,Iddq,96,10.501975,uA,125.0,3.3,0.0,50.0,healthy,SYNTHETIC_DEMONSTRATION_ONLY
L02-C019,LOT-02,SYNTH-SPACE-ASIC-A,Iddq,168,10.856761,uA,125.0,3.3,0.0,50.0,healthy,SYNTHETIC_DEMONSTRATION_ONLY
L02-C019,LOT-02,SYNTH-SPACE-ASIC-A,LeakageCurrent,0,5.24658,uA,125.0,3.3,0.0,20.0,healthy,SYNTHETIC_DEMONSTRATION_ONLY
L02-C019,LOT-02,SYNTH-SPACE-ASIC-A,LeakageCurrent,24,5.21737,uA,125.0,3.3,0.0,20.0,healthy,SYNTHETIC_DEMONSTRATION_ONLY
L02-C019,LOT-02,SYNTH-SPACE-ASIC-A,LeakageCurrent,96,5.735942,uA,125.0,3.3,0.0,20.0,healthy,SYNTHETIC_DEMONSTRATION_ONLY
L02-C019,LOT-02,SYNTH-SPACE-ASIC-A,LeakageCurrent,168,6.090461,uA,125.0,3.3,0.0,20.0,healthy,SYNTHETIC_DEMONSTRATION_ONLY
L02-C020,LOT-02,SYNTH-SPACE-ASIC-A,Iddq,0,9.483086,uA,125.0,3.3,0.0,50.0,healthy,SYNTHETIC_DEMONSTRATION_ONLY
L02-C020,LOT-02,SYNTH-SPACE-ASIC-A,Iddq,24,9.784204,uA,125.0,3.3,0.0,50.0,healthy,SYNTHETIC_DEMONSTRATION_ONLY
L02-C020,LOT-02,SYNTH-SPACE-ASIC-A,Iddq,96,9.9269,uA,125.0,3.3,0.0,50.0,healthy,SYNTHETIC_DEMONSTRATION_ONLY
L02-C020,LOT-02,SYNTH-SPACE-ASIC-A,Iddq,168,10.564265,uA,125.0,3.3,0.0,50.0,healthy,SYNTHETIC_DEMONSTRATION_ONLY
L02-C020,LOT-02,SYNTH-SPACE-ASIC-A,LeakageCurrent,0,4.81167,uA,125.0,3.3,0.0,20.0,healthy,SYNTHETIC_DEMONSTRATION_ONLY
L02-C020,LOT-02,SYNTH-SPACE-ASIC-A,LeakageCurrent,24,4.986738,uA,125.0,3.3,0.0,20.0,healthy,SYNTHETIC_DEMONSTRATION_ONLY
L02-C020,LOT-02,SYNTH-SPACE-ASIC-A,LeakageCurrent,96,5.302054,uA,125.0,3.3,0.0,20.0,healthy,SYNTHETIC_DEMONSTRATION_ONLY
L02-C020,LOT-02,SYNTH-SPACE-ASIC-A,LeakageCurrent,168,5.62887,uA,125.0,3.3,0.0,20.0,healthy,SYNTHETIC_DEMONSTRATION_ONLY
L02-C021,LOT-02,SYNTH-SPACE-ASIC-A,Iddq,0,11.639415,uA,125.0,3.3,0.0,50.0,healthy,SYNTHETIC_DEMONSTRATION_ONLY
L02-C021,LOT-02,SYNTH-SPACE-ASIC-A,Iddq,24,11.677035,uA,125.0,3.3,0.0,50.0,healthy,SYNTHETIC_DEMONSTRATION_ONLY
L02-C021,LOT-02,SYNTH-SPACE-ASIC-A,Iddq,96,12.129705,uA,125.0,3.3,0.0,50.0,healthy,SYNTHETIC_DEMONSTRATION_ONLY
L02-C021,LOT-02,SYNTH-SPACE-ASIC-A,Iddq,168,12.186626,uA,125.0,3.3,0.0,50.0,healthy,SYNTHETIC_DEMONSTRATION_ONLY
L02-C021,LOT-02,SYNTH-SPACE-ASIC-A,LeakageCurrent,0,4.232114,uA,125.0,3.3,0.0,20.0,healthy,SYNTHETIC_DEMONSTRATION_ONLY
L02-C021,LOT-02,SYNTH-SPACE-ASIC-A,LeakageCurrent,24,4.271158,uA,125.0,3.3,0.0,20.0,healthy,SYNTHETIC_DEMONSTRATION_ONLY
L02-C021,LOT-02,SYNTH-SPACE-ASIC-A,LeakageCurrent,96,4.268866,uA,125.0,3.3,0.0,20.0,healthy,SYNTHETIC_DEMONSTRATION_ONLY
L02-C021,LOT-02,SYNTH-SPACE-ASIC-A,LeakageCurrent,168,4.080097,uA,125.0,3.3,0.0,20.0,healthy,SYNTHETIC_DEMONSTRATION_ONLY
L02-C022,LOT-02,SYNTH-SPACE-ASIC-A,Iddq,0,11.051405,uA,125.0,3.3,0.0,50.0,healthy,SYNTHETIC_DEMONSTRATION_ONLY
L02-C022,LOT-02,SYNTH-SPACE-ASIC-A,Iddq,24,11.15374,uA,125.0,3.3,0.0,50.0,healthy,SYNTHETIC_DEMONSTRATION_ONLY
L02-C022,LOT-02,SYNTH-SPACE-ASIC-A,Iddq,96,11.320333,uA,125.0,3.3,0.0,50.0,healthy,SYNTHETIC_DEMONSTRATION_ONLY
L02-C022,LOT-02,SYNTH-SPACE-ASIC-A,Iddq,168,11.562172,uA,125.0,3.3,0.0,50.0,healthy,SYNTHETIC_DEMONSTRATION_ONLY
L02-C022,LOT-02,SYNTH-SPACE-ASIC-A,LeakageCurrent,0,4.999034,uA,125.0,3.3,0.0,20.0,healthy,SYNTHETIC_DEMONSTRATION_ONLY
L02-C022,LOT-02,SYNTH-SPACE-ASIC-A,LeakageCurrent,24,5.161759,uA,125.0,3.3,0.0,20.0,healthy,SYNTHETIC_DEMONSTRATION_ONLY
L02-C022,LOT-02,SYNTH-SPACE-ASIC-A,LeakageCurrent,96,5.222395,uA,125.0,3.3,0.0,20.0,healthy,SYNTHETIC_DEMONSTRATION_ONLY
L02-C022,LOT-02,SYNTH-SPACE-ASIC-A,LeakageCurrent,168,5.354772,uA,125.0,3.3,0.0,20.0,healthy,SYNTHETIC_DEMONSTRATION_ONLY
L02-C023,LOT-02,SYNTH-SPACE-ASIC-A,Iddq,0,11.110405,uA,125.0,3.3,0.0,50.0,healthy,SYNTHETIC_DEMONSTRATION_ONLY
L02-C023,LOT-02,SYNTH-SPACE-ASIC-A,Iddq,24,11.032571,uA,125.0,3.3,0.0,50.0,healthy,SYNTHETIC_DEMONSTRATION_ONLY
L02-C023,LOT-02,SYNTH-SPACE-ASIC-A,Iddq,96,11.620633,uA,125.0,3.3,0.0,50.0,healthy,SYNTHETIC_DEMONSTRATION_ONLY
L02-C023,LOT-02,SYNTH-SPACE-ASIC-A,Iddq,168,11.810581,uA,125.0,3.3,0.0,50.0,healthy,SYNTHETIC_DEMONSTRATION_ONLY
L02-C023,LOT-02,SYNTH-SPACE-ASIC-A,LeakageCurrent,0,4.87271,uA,125.0,3.3,0.0,20.0,healthy,SYNTHETIC_DEMONSTRATION_ONLY
L02-C023,LOT-02,SYNTH-SPACE-ASIC-A,LeakageCurrent,24,4.757107,uA,125.0,3.3,0.0,20.0,healthy,SYNTHETIC_DEMONSTRATION_ONLY
L02-C023,LOT-02,SYNTH-SPACE-ASIC-A,LeakageCurrent,96,4.858451,uA,125.0,3.3,0.0,20.0,healthy,SYNTHETIC_DEMONSTRATION_ONLY
L02-C023,LOT-02,SYNTH-SPACE-ASIC-A,LeakageCurrent,168,4.873234,uA,125.0,3.3,0.0,20.0,healthy,SYNTHETIC_DEMONSTRATION_ONLY
L02-C024,LOT-02,SYNTH-SPACE-ASIC-A,Iddq,0,55.588332,uA,125.0,3.3,0.0,50.0,defective,SYNTHETIC_DEMONSTRATION_ONLY
L02-C024,LOT-02,SYNTH-SPACE-ASIC-A,Iddq,24,55.875346,uA,125.0,3.3,0.0,50.0,defective,SYNTHETIC_DEMONSTRATION_ONLY
L02-C024,LOT-02,SYNTH-SPACE-ASIC-A,Iddq,96,57.299734,uA,125.0,3.3,0.0,50.0,defective,SYNTHETIC_DEMONSTRATION_ONLY
L02-C024,LOT-02,SYNTH-SPACE-ASIC-A,Iddq,168,58.797818,uA,125.0,3.3,0.0,50.0,defective,SYNTHETIC_DEMONSTRATION_ONLY
L02-C024,LOT-02,SYNTH-SPACE-ASIC-A,LeakageCurrent,0,22.905674,uA,125.0,3.3,0.0,20.0,defective,SYNTHETIC_DEMONSTRATION_ONLY
L02-C024,LOT-02,SYNTH-SPACE-ASIC-A,LeakageCurrent,24,23.238856,uA,125.0,3.3,0.0,20.0,defective,SYNTHETIC_DEMONSTRATION_ONLY
L02-C024,LOT-02,SYNTH-SPACE-ASIC-A,LeakageCurrent,96,24.972833,uA,125.0,3.3,0.0,20.0,defective,SYNTHETIC_DEMONSTRATION_ONLY
L02-C024,LOT-02,SYNTH-SPACE-ASIC-A,LeakageCurrent,168,26.935187,uA,125.0,3.3,0.0,20.0,defective,SYNTHETIC_DEMONSTRATION_ONLY
L02-C025,LOT-02,SYNTH-SPACE-ASIC-A,Iddq,0,10.863224,uA,125.0,3.3,0.0,50.0,healthy,SYNTHETIC_DEMONSTRATION_ONLY
L02-C025,LOT-02,SYNTH-SPACE-ASIC-A,Iddq,24,10.823891,uA,125.0,3.3,0.0,50.0,healthy,SYNTHETIC_DEMONSTRATION_ONLY
L02-C025,LOT-02,SYNTH-SPACE-ASIC-A,Iddq,96,11.134655,uA,125.0,3.3,0.0,50.0,healthy,SYNTHETIC_DEMONSTRATION_ONLY
L02-C025,LOT-02,SYNTH-SPACE-ASIC-A,Iddq,168,11.569601,uA,125.0,3.3,0.0,50.0,healthy,SYNTHETIC_DEMONSTRATION_ONLY
L02-C025,LOT-02,SYNTH-SPACE-ASIC-A,LeakageCurrent,0,5.006298,uA,125.0,3.3,0.0,20.0,healthy,SYNTHETIC_DEMONSTRATION_ONLY
L02-C025,LOT-02,SYNTH-SPACE-ASIC-A,LeakageCurrent,24,5.120844,uA,125.0,3.3,0.0,20.0,healthy,SYNTHETIC_DEMONSTRATION_ONLY
L02-C025,LOT-02,SYNTH-SPACE-ASIC-A,LeakageCurrent,96,5.432943,uA,125.0,3.3,0.0,20.0,healthy,SYNTHETIC_DEMONSTRATION_ONLY
L02-C025,LOT-02,SYNTH-SPACE-ASIC-A,LeakageCurrent,168,5.773852,uA,125.0,3.3,0.0,20.0,healthy,SYNTHETIC_DEMONSTRATION_ONLY
L02-C026,LOT-02,SYNTH-SPACE-ASIC-A,Iddq,0,11.115462,uA,125.0,3.3,0.0,50.0,defective,SYNTHETIC_DEMONSTRATION_ONLY
L02-C026,LOT-02,SYNTH-SPACE-ASIC-A,Iddq,24,11.587246,uA,125.0,3.3,0.0,50.0,defective,SYNTHETIC_DEMONSTRATION_ONLY
L02-C026,LOT-02,SYNTH-SPACE-ASIC-A,Iddq,96,13.170189,uA,125.0,3.3,0.0,50.0,defective,SYNTHETIC_DEMONSTRATION_ONLY
L02-C026,LOT-02,SYNTH-SPACE-ASIC-A,Iddq,168,14.932987,uA,125.0,3.3,0.0,50.0,defective,SYNTHETIC_DEMONSTRATION_ONLY
L02-C026,LOT-02,SYNTH-SPACE-ASIC-A,LeakageCurrent,0,4.801487,uA,125.0,3.3,0.0,20.0,defective,SYNTHETIC_DEMONSTRATION_ONLY
L02-C026,LOT-02,SYNTH-SPACE-ASIC-A,LeakageCurrent,24,5.176315,uA,125.0,3.3,0.0,20.0,defective,SYNTHETIC_DEMONSTRATION_ONLY
L02-C026,LOT-02,SYNTH-SPACE-ASIC-A,LeakageCurrent,96,6.70642,uA,125.0,3.3,0.0,20.0,defective,SYNTHETIC_DEMONSTRATION_ONLY
L02-C026,LOT-02,SYNTH-SPACE-ASIC-A,LeakageCurrent,168,8.496387,uA,125.0,3.3,0.0,20.0,defective,SYNTHETIC_DEMONSTRATION_ONLY
L02-C027,LOT-02,SYNTH-SPACE-ASIC-A,Iddq,0,10.362768,uA,125.0,3.3,0.0,50.0,healthy,SYNTHETIC_DEMONSTRATION_ONLY
L02-C027,LOT-02,SYNTH-SPACE-ASIC-A,Iddq,24,10.178929,uA,125.0,3.3,0.0,50.0,healthy,SYNTHETIC_DEMONSTRATION_ONLY
L02-C027,LOT-02,SYNTH-SPACE-ASIC-A,Iddq,96,10.312203,uA,125.0,3.3,0.0,50.0,healthy,SYNTHETIC_DEMONSTRATION_ONLY
L02-C027,LOT-02,SYNTH-SPACE-ASIC-A,Iddq,168,10.365034,uA,125.0,3.3,0.0,50.0,healthy,SYNTHETIC_DEMONSTRATION_ONLY
L02-C027,LOT-02,SYNTH-SPACE-ASIC-A,LeakageCurrent,0,4.126197,uA,125.0,3.3,0.0,20.0,healthy,SYNTHETIC_DEMONSTRATION_ONLY
L02-C027,LOT-02,SYNTH-SPACE-ASIC-A,LeakageCurrent,24,4.285065,uA,125.0,3.3,0.0,20.0,healthy,SYNTHETIC_DEMONSTRATION_ONLY
L02-C027,LOT-02,SYNTH-SPACE-ASIC-A,LeakageCurrent,96,4.597226,uA,125.0,3.3,0.0,20.0,healthy,SYNTHETIC_DEMONSTRATION_ONLY
L02-C027,LOT-02,SYNTH-SPACE-ASIC-A,LeakageCurrent,168,4.905418,uA,125.0,3.3,0.0,20.0,healthy,SYNTHETIC_DEMONSTRATION_ONLY
L02-C028,LOT-02,SYNTH-SPACE-ASIC-A,Iddq,0,10.463802,uA,125.0,3.3,0.0,50.0,healthy,SYNTHETIC_DEMONSTRATION_ONLY
L02-C028,LOT-02,SYNTH-SPACE-ASIC-A,Iddq,24,10.202653,uA,125.0,3.3,0.0,50.0,healthy,SYNTHETIC_DEMONSTRATION_ONLY
L02-C028,LOT-02,SYNTH-SPACE-ASIC-A,Iddq,96,10.534989,uA,125.0,3.3,0.0,50.0,healthy,SYNTHETIC_DEMONSTRATION_ONLY
L02-C028,LOT-02,SYNTH-SPACE-ASIC-A,Iddq,168,10.836168,uA,125.0,3.3,0.0,50.0,healthy,SYNTHETIC_DEMONSTRATION_ONLY
L02-C028,LOT-02,SYNTH-SPACE-ASIC-A,LeakageCurrent,0,4.766393,uA,125.0,3.3,0.0,20.0,healthy,SYNTHETIC_DEMONSTRATION_ONLY
L02-C028,LOT-02,SYNTH-SPACE-ASIC-A,LeakageCurrent,24,4.679206,uA,125.0,3.3,0.0,20.0,healthy,SYNTHETIC_DEMONSTRATION_ONLY
L02-C028,LOT-02,SYNTH-SPACE-ASIC-A,LeakageCurrent,96,4.820868,uA,125.0,3.3,0.0,20.0,healthy,SYNTHETIC_DEMONSTRATION_ONLY
L02-C028,LOT-02,SYNTH-SPACE-ASIC-A,LeakageCurrent,168,5.03345,uA,125.0,3.3,0.0,20.0,healthy,SYNTHETIC_DEMONSTRATION_ONLY
L03-C001,LOT-03,SYNTH-SPACE-ASIC-A,Iddq,0,8.510413,uA,125.0,3.3,0.0,50.0,healthy,SYNTHETIC_DEMONSTRATION_ONLY
L03-C001,LOT-03,SYNTH-SPACE-ASIC-A,Iddq,24,8.617228,uA,125.0,3.3,0.0,50.0,healthy,SYNTHETIC_DEMONSTRATION_ONLY
L03-C001,LOT-03,SYNTH-SPACE-ASIC-A,Iddq,96,8.73876,uA,125.0,3.3,0.0,50.0,healthy,SYNTHETIC_DEMONSTRATION_ONLY
L03-C001,LOT-03,SYNTH-SPACE-ASIC-A,Iddq,168,8.911757,uA,125.0,3.3,0.0,50.0,healthy,SYNTHETIC_DEMONSTRATION_ONLY
L03-C001,LOT-03,SYNTH-SPACE-ASIC-A,LeakageCurrent,0,2.593516,uA,125.0,3.3,0.0,20.0,healthy,SYNTHETIC_DEMONSTRATION_ONLY
L03-C001,LOT-03,SYNTH-SPACE-ASIC-A,LeakageCurrent,24,2.616838,uA,125.0,3.3,0.0,20.0,healthy,SYNTHETIC_DEMONSTRATION_ONLY
L03-C001,LOT-03,SYNTH-SPACE-ASIC-A,LeakageCurrent,96,2.831098,uA,125.0,3.3,0.0,20.0,healthy,SYNTHETIC_DEMONSTRATION_ONLY
L03-C001,LOT-03,SYNTH-SPACE-ASIC-A,LeakageCurrent,168,3.111406,uA,125.0,3.3,0.0,20.0,healthy,SYNTHETIC_DEMONSTRATION_ONLY
L03-C002,LOT-03,SYNTH-SPACE-ASIC-A,Iddq,0,9.022491,uA,125.0,3.3,0.0,50.0,healthy,SYNTHETIC_DEMONSTRATION_ONLY
L03-C002,LOT-03,SYNTH-SPACE-ASIC-A,Iddq,24,9.010681,uA,125.0,3.3,0.0,50.0,healthy,SYNTHETIC_DEMONSTRATION_ONLY
